    AT   ;    BALT;    BE ;    CH  ;    CZ ;    DE  ;    DK ;    ES   ;    FR  ;    HU  ;    IT  ;    LU  ;    NE  ;    NO  ;    PL   ;    SE  ;    SI  ;    UK   
8821.906038;3539.18682;10668.14579;7854.134309;8506.608988;72078.93724;4248.456974;34647.64791;58503.00535;5215.578824;42262.68521;991.1242872;14310.32397;14718.67925;20123.22608;16361.56264;1782.850614;42678.61742
8653.208838;3466.463549;10506.37203;7672.301147;8493.514718;71908.87499;4235.706482;34791.44121;57501.13984;5243.329767;42082.9309;974.1564474;14363.95301;14574.23927;20119.77804;16209.36416;1791.845854;42602.94638
8540.348585;3356.503117;10356.9733;7563.947359;8411.215895;70951.06814;4164.460073;34674.57816;56757.56262;5256.639196;41236.55885;958.7687156;14118.88029;14598.88582;20270.80692;16289.67734;1773.848707;42619.99379
8217.182816;3097.619107;9952.36508;7275.470753;8081.670215;68282.71209;3997.087556;34186.85044;54465.76705;5168.611496;39840.13613;929.279127;13579.4031;14217.9024;19961.08327;15574.23777;1708.692441;42659.98216
7956.583717;2739.870569;9705.158672;7085.433173;7833.953878;65723.87206;3835.534591;33671.19677;53742.77186;5044.140203;37247.45389;906.1244189;12966.21318;13644.72493;19293.07697;14598.49216;1646.615117;41900.1253
7194.555334;2625.957227;8987.322523;6382.092241;7096.06462;59171.17623;3497.246182;30332.13453;50027.35572;4633.944738;32660.11935;822.390891;11924.09893;12777.60243;17403.53083;13279.22712;1493.974501;40969.81864
6879.796717;2543.511257;8399.961822;6265.350914;6741.215228;55732.26918;3314.269358;28430.2517;46842.64683;4260.297959;30442.14039;785.1669223;11075.55669;12369.7647;16021.22051;12973.02097;1410.541686;36472.31117
6557.880424;2535.336013;8032.292383;6005.560902;6450.257487;53328.53813;3170.106774;26821.51835;44778.10382;4051.545328;28998.53904;756.0455439;10573.2427;12030.70761;15298.01459;12686.30296;1348.94868;33480.33641
6544.015604;2535.336013;7956.067167;5972.508241;6390.583778;52834.60813;3140.539882;26300.96302;44068.48013;3987.208751;28585.64174;755.6013336;10457.11085;12047.64528;15126.52541;12704.51859;1333.626061;31751.00036
6544.015604;2534.819787;7956.067167;5981.270595;6390.583778;52834.60813;3140.539882;26096.83906;44068.48013;3987.208751;28298.59108;755.4289897;10457.11085;12044.92481;15126.52541;12701.59286;1333.626061;31289.59746
6810.791783;2683.894993;8131.622172;6017.015965;6428.097424;53145.11531;3153.448865;26404.86841;44407.46623;3994.966779;28741.61156;759.6019428;10549.94701;12134.26675;15096.64313;12797.67572;1342.764023;31289.59746
7329.959519;2973.823286;8527.074668;6297.105933;6758.238074;56071.63195;3322.818371;27793.8521;46445.44817;4152.36366;29841.04533;811.0325501;11110.49008;12864.25584;15617.40651;13396.53962;1414.622495;31306.85919
8100.653671;3320.32103;9502.998798;6946.905262;7565.016438;62819.92177;3657.037945;28898.51698;51724.26291;4521.466952;31725.34948;909.9758021;12410.4398;14226.50899;17125.73422;14991.97652;1570.426541;32581.02439
8693.588203;3554.191818;10276.64654;7516.055934;8176.083993;67877.83768;3972.89644;31400.31574;56068.46149;4884.262001;35632.08923;981.7399254;13418.36664;14909.58058;18614.24198;16241.38524;1702.370271;36000.10995
8911.343879;3568.640442;10772.52664;7882.4073;8580.231775;71813.80307;4233.989413;33312.28828;58653.97527;5169.036104;39331.5952;1009.927225;14163.22644;14931.22478;19887.5861;16597.29239;1777.087977;38941.23714
8962.658082;3603.571807;10813.94578;8042.601368;8679.785231;73586.2875;4324.402036;33995.7591;59102.42786;5234.222806;41520.31818;1012.547754;14420.52536;14901.8425;20211.3654;16561.38703;1797.46827;41735.80283
8991.495061;3618.723134;10840.23102;8062.014129;8686.640432;73659.31447;4338.318048;34524.92211;59250.02516;5252.130236;42177.0575;1013.979792;14509.73391;14828.64818;20312.49503;16553.68714;1802.016832;43399.72307
8997.872262;3631.888631;10877.16544;8062.014129;8658.035594;73600.43016;4338.318048;34705.81033;59360.3348;5259.07842;42450.13111;1013.979792;14544.16079;14828.64818;20321.64093;16540.64794;1805.218599;43489.72368
8990.139366;3628.2671;10892.35541;8042.144014;8644.417711;73422.82408;4331.570713;34935.79194;59368.59141;5250.697714;42646.4219;1012.380496;14529.52377;14862.42042;20409.17542;16601.21298;1802.335821;43489.72368
8990.139366;3613.095393;10927.91164;8036.626893;8657.528713;73224.07733;4339.147078;35228.79533;59461.80008;5263.579506;42687.01344;1014.176294;14575.84728;14813.70661;20409.17542;16594.93376;1802.335821;43317.43276
8987.369481;3582.267343;10913.98024;7979.061561;8607.56498;72822.95854;4315.135911;35416.18833;59331.42969;5253.122401;42425.7478;1010.325893;14539.69955;14820.39191;20362.42865;16533.28948;1799.204687;43317.43276
8972.772935;3595.983508;10896.25695;7930.409682;8543.957774;72482.92366;4296.977213;35257.22875;59191.78811;5244.507282;42776.66881;1005.485585;14534.60679;14704.20752;20264.20638;16379.15132;1798.550874;43063.95232
8914.375461;3588.076465;10862.24962;7912.197589;8500.724244;72102.1879;4274.186185;35268.41989;59145.24325;5214.248063;42780.61219;1000.083511;14496.60183;14632.72101;20362.26828;16496.31665;1788.142373;42795.76725
8914.375461;3590.523699;10839.59177;7895.795069;8492.57871;72057.64992;4256.033339;35541.1439;59145.24325;5228.854333;42859.10277;997.9818634;14465.10853;14648.25831;20325.2104;16455.12399;1789.562301;42697.43289
8846.480944;3564.012953;10785.81506;7850.636945;8503.495851;72057.64992;4248.456974;35541.1439;58841.76405;5228.854333;42324.7724;996.655821;14443.48256;14627.32935;20296.4622;16397.63773;1786.786826;42602.94638
8659.58604;3487.627799;10624.0413;7671.996244;8477.29058;71705.11802;4241.12883;34990.06379;57788.09534;5250.858229;42130.02082;979.0187182;14465.99006;14370.72364;20227.78313;16209.36416;1794.892189;42602.94638
8532.550008;3356.503117;10420.33253;7554.927462;8402.281989;70827.29541;4195.007415;34808.67964;56788.82226;5257.219473;41521.05008;962.5491268;14200.59663;14407.13059;20285.41242;16342.26875;1771.56182;42630.84569
8196.413808;3110.862251;9955.356968;7259.46154;8076.891752;68208.76048;4002.2017;34466.44061;54465.76705;5166.024477;40491.1977;929.13412;13594.80801;14217.9024;19940.28733;15488.0437;1707.80246;42729.21415
7956.583717;2700.642075;9708.15056;7085.433173;7833.953878;65723.87206;3835.534591;34068.16898;53742.77186;5061.075456;38152.57743;906.1244189;12980.41999;13649.11581;19293.07697;14598.49216;1650.505908;41953.33271
7017.429946;2583.726552;8645.014968;6168.016485;6768.820083;57032.37161;3297.113543;31025.29139;48035.67724;4612.610765;32518.78529;796.2224766;11513.32477;12313.71149;16996.35813;12650.59285;1462.017886;40969.81864
6664.767311;2473.580253;8054.332786;6012.77664;6422.406082;53473.63076;3112.25238;28579.08696;44832.31752;4250.909945;30871.06183;757.3314189;10650.87931;11968.3103;15696.2785;12422.96917;1381.567442;35831.60599
6304.866439;2447.258227;7612.375818;5727.733801;6122.512466;50841.84115;2960.806762;26723.46034;42391.60569;3933.42801;28889.95189;724.4597981;10051.78174;11596.98534;14775.02659;12055.17074;1308.193511;32992.47836
6160.504;2447.258227;7426.364784;5602.912995;6021.646531;49564.84681;2923.227533;26048.35693;40958.46203;3794.976759;27608.46387;716.4873616;9781.241974;11561.76712;14410.21672;11986.71646;1268.350721;30669.22255
6160.504;2447.258227;7417.102519;5602.912995;6014.330708;49422.51592;2919.602718;25525.82172;40787.77422;3795.020976;27344.30169;714.2955542;9781.241974;11527.16925;14361.15255;11969.20528;1268.350721;29357.60905
6275.083245;2483.632905;7554.275135;5605.992696;6018.06293;49453.40818;2921.451944;25425.19563;40846.41361;3793.822867;27319.71433;714.4007984;9806.148127;11588.63055;14361.15255;12005.67381;1271.727296;29272.51323
6453.097378;2593.982188;7536.048422;5603.599929;6032.951461;49431.79908;2940.105866;25441.37877;40725.73074;3789.425056;27595.95506;730.1384195;9823.411079;11806.59145;14413.60519;12293.37392;1278.978097;29272.51323
6558.401766;2753.447131;7645.682839;5648.528924;6200.368941;50608.10027;3102.625871;25130.35076;40901.19758;3835.805747;27729.08743;747.4256908;9896.172469;12159.11858;14855.73257;12667.8087;1295.620322;29324.30571
6838.102708;2906.038299;8018.126089;5918.148901;6493.292201;53127.29034;3253.361205;25796.47166;42992.54657;4009.645432;29512.93516;781.973879;10376.76065;12615.37544;15691.09613;13282.82687;1366.0946;29649.92108
7027.175857;3122.141169;8437.506208;6187.480664;6913.067675;56616.5236;3496.687806;26365.7417;45160.58753;4251.122249;31163.04726;802.2858953;11033.45172;12941.76532;16731.02718;13706.78507;1441.68614;30926.62877
7384.92722;3189.213059;8855.643341;6590.291397;7309.179665;60502.80637;3769.812696;28557.02953;47822.20552;4528.709515;34288.54286;837.2111363;11826.97524;13375.2139;17962.76911;14219.98276;1524.563485;33785.57038
7448.21484;3186.50435;8950.510844;6677.282578;7371.940428;60935.54656;3799.610497;29380.88171;48636.01636;4589.623184;34713.19046;843.5424336;12056.15032;13432.0079;18152.58677;14301.94521;1545.480809;37225.52441
7449.594651;3193.345721;8950.510844;6677.282578;7379.641087;60895.78662;3799.610497;29598.39391;48648.95404;4589.623184;35250.55046;843.5424336;12056.15032;13507.25488;18155.28678;14288.90504;1547.110965;37674.33901
7446.93201;3203.933348;8944.854794;6641.244032;7366.02222;60887.90469;3792.862675;29827.42211;48609.77016;4585.981005;36110.95056;841.9430222;12033.68665;13555.1312;18191.7169;14307.11282;1544.22798;37571.84508
7451.166373;3189.558704;8893.073709;6624.052643;7389.412086;60816.67407;3785.592807;30018.31162;48319.00822;4619.385412;35677.15866;840.9323657;12030.53878;13674.44932;18270.65648;14577.61277;1543.785958;37109.31705
7436.109548;3174.101677;8901.210122;6595.298392;7388.504128;60531.95525;3748.62706;29847.60345;48263.11171;4635.824279;35464.02755;835.9326013;12016.86527;13609.68004;18259.57005;14423.71106;1536.814142;36983.05903
7414.266555;3193.287026;8874.101205;6560.051421;7351.179948;60187.62706;3734.798585;29810.82954;48263.11171;4630.030289;35333.13524;832.6548886;12016.86527;13615.7395;18229.71182;14368.06834;1534.821138;36882.36725
7414.266555;3200.196874;8857.339907;6560.051421;7305.71368;60187.62706;3734.798585;30187.56274;48240.57048;4630.030289;36189.42562;832.6548886;12011.63533;13744.04099;18337.54967;14506.05027;1534.821138;36744.25153
7404.329758;3199.051721;8849.286359;6555.259573;7279.874052;60238.58056;3727.588212;30469.00015;48195.34808;4587.575253;36285.52835;830.6034068;11933.68783;13830.54295;18410.5554;14395.57917;1535.799669;36636.64338
7387.359978;3203.541644;8841.37549;6551.819942;7264.122838;60273.9698;3727.588212;30496.76464;48150.92684;4590.246467;36317.56333;829.8695871;11933.68783;13706.02932;18420.15723;14383.12179;1532.465286;36564.62779
7332.320438;3169.580164;8812.786206;6469.890332;7277.509918;60185.8185;3739.668652;30555.15964;48003.39951;4620.39696;35451.15944;822.2342095;11985.67962;13519.98869;18444.34279;14374.34069;1536.445981;36618.4684
7327.54626;3132.415352;8807.744483;6471.904677;7285.662833;60276.18978;3734.993163;30453.70892;47874.18714;4619.897243;35381.97284;822.0579355;11985.67962;13338.59438;18436.473;14360.04075;1534.888227;37072.87698
7290.427848;3012.001597;8796.971321;6457.714959;7262.808392;60399.80772;3666.73736;30164.65569;47764.1224;4644.501181;35224.61463;820.6892407;11918.17415;13469.87908;18361.7169;14312.5777;1536.824039;37176.23303
7109.21793;2700.642075;8780.960798;6422.399881;7116.718803;58877.10908;3532.304183;30577.89369;48117.07826;4661.697801;34587.04884;809.2695796;11628.42572;13415.00272;17969.10274;14036.2155;1521.677582;36960.80484
7017.429946;2583.726552;8645.014968;6168.016485;6769.98837;57022.70149;3297.113543;31025.29139;48035.67724;4644.682291;32895.11871;796.2224766;11499.70808;12313.71149;17005.79271;12650.59285;1484.824767;36127.31289
6664.767311;2473.580253;8054.332786;6006.969049;6422.406082;53473.63076;3112.25238;28579.08696;44832.31752;4289.738551;31284.93278;757.3314189;10650.87931;11968.3103;15698.99799;12422.96917;1406.176162;35831.60599
6304.866439;2447.258227;7612.375818;5725.025306;6122.512466;50841.84115;2960.806762;26775.07184;42391.60569;3976.270403;29516.57469;724.4597981;10051.78174;11596.98534;14775.02659;12055.17074;1316.240639;32992.47836
6160.504;2447.258227;7426.364784;5600.2045;6021.646531;49564.84681;2923.227533;26048.35693;40958.46203;3800.183203;28056.40803;716.4873616;9781.241974;11561.76712;14410.21672;11986.71646;1283.083388;30669.22255
6160.504;2447.258227;7417.102519;5584.220544;6014.330708;49422.51592;2919.602718;25525.82172;40787.77422;3795.020976;27951.22311;714.2955542;9781.241974;11527.16925;14410.21672;11969.20528;1275.616003;29357.60905
6275.083245;2483.632905;7554.275135;5595.716201;6018.06293;49453.40818;2921.451944;25418.08728;40846.41361;3793.201401;27952.66694;714.4007984;9806.148127;11561.07925;14410.21672;12005.67381;1276.406079;29272.51323
6453.097378;2593.982188;7536.048422;5600.809795;6032.951461;49431.79908;2940.105866;25441.37877;40725.73074;3789.425056;28199.40329;730.1384195;9823.411079;11806.59145;14413.60519;12293.37392;1279.014455;29272.51323
6558.401766;2755.409117;7645.682839;5648.528924;6188.802698;50608.10027;3102.625871;25120.2303;40901.19758;3848.951026;27905.47279;747.4256908;9896.172469;12159.11858;14836.09132;12667.8087;1299.299009;29324.30571
6804.197014;2906.038299;8018.126089;5918.148901;6545.052656;53127.29034;3249.636906;25796.47166;42992.54657;4009.645432;29676.03101;781.973879;10381.40047;12615.37544;15689.32285;13282.82687;1366.0946;29649.92108
7029.073418;3122.141169;8437.506208;6187.480664;6897.299237;56616.5236;3503.891839;26449.68872;45160.58753;4255.838668;31711.66962;803.9452399;10996.20653;13135.28858;16822.81845;13686.92115;1441.68614;30926.62877
7392.918221;3191.062139;8897.348457;6590.291397;7317.042723;60487.74314;3775.794152;28557.02953;47822.20552;4548.337182;34459.541;837.2111363;11777.12235;13440.01967;17998.99762;14224.35466;1524.563485;33785.57038
7474.339917;3189.563596;8998.355497;6675.614632;7411.636616;61161.67435;3799.610497;29592.51193;48636.01636;4594.362317;35959.54069;842.4676828;12023.45242;13410.81073;18321.1033;14259.58991;1545.480809;37034.96597
7538.368499;3206.729488;8950.510844;6675.614632;7472.712368;61161.67435;3799.610497;29809.55511;48636.01636;4658.671334;36171.94877;842.4676828;12023.45242;13492.61711;18305.87807;14246.54974;1547.110965;37347.03595
7587.851848;3221.471584;8933.268551;6656.4098;7459.093501;60822.82075;3792.862675;30070.47287;48539.19718;4650.290022;36266.1286;840.8682714;12000.98875;13519.17675;18327.13681;14264.75752;1544.22798;37281.61284
7578.878713;3207.226353;8881.487466;6639.218411;7450.487838;60751.59013;3785.592807;30018.31162;48248.43524;4644.993932;35832.3367;839.8576149;11962.52273;13566.57137;18367.51786;14358.0834;1558.804173;37109.31705
7551.334313;3209.001861;8862.514963;6596.15627;7404.113612;60426.04415;3748.62706;29847.60345;48205.47641;4635.824279;35619.20559;833.5534233;11948.84923;13514.93549;18259.57005;14279.67066;1553.212073;36993.91092
7541.517589;3228.18721;8862.514963;6570.576439;7366.789432;60195.03241;3734.798585;29810.82954;48205.47641;4630.030289;35857.21017;830.2757107;11948.84923;13461.03894;18229.71182;14181.67265;1536.200854;36774.7591
7541.517589;3234.498497;8845.753664;6570.576439;7366.789432;60302.38955;3734.798585;30187.56274;48111.35811;4630.030289;36247.43635;830.2757107;11927.01221;13580.91812;18337.54967;14319.65458;1536.200854;36647.49527
7421.268238;3234.498497;8837.700117;6563.078351;7372.945333;60353.34305;3727.588212;30469.00015;48066.13571;4651.884271;36314.12119;829.528656;11900.98993;13636.58088;18410.5554;14353.22387;1534.894582;36647.49527
7402.787797;3211.952481;8829.789247;6552.16634;7296.118367;60353.34305;3727.588212;30496.76464;48021.71448;4594.70273;36317.56333;829.8150289;11900.98993;13608.39644;18517.01861;14340.76649;1532.465286;36667.1753
7330.586053;3203.764602;8812.786206;6470.236731;7289.043682;60368.48368;3738.138359;30605.43712;47861.24946;4625.97168;36770.59086;827.0085167;11935.82673;13387.81907;18449.56182;14374.34069;1539.127385;37143.36561
7332.320438;3206.872556;8807.744483;6470.236731;7285.662833;60368.48368;3746.763692;30453.70892;47861.24946;4619.897243;36558.18278;828.8708941;11947.36783;13332.94363;18436.473;14309.2919;1534.888227;37143.36561
7308.619395;3012.001597;8793.979433;6457.714959;7288.64802;60167.06481;3667.581996;30164.65569;47764.1224;4644.501181;35370.43989;825.9301826;11994.40323;13469.87908;18459.5474;14238.27196;1540.646385;37067.06138
7149.608584;2795.835141;8766.196376;6422.399881;7165.19634;58456.65818;3541.606639;30577.89369;48117.07826;4603.143099;34863.85956;809.3109606;11647.66117;13415.00272;18288.45457;14009.11675;1520.577059;36782.48888
7254.870895;2633.653744;8987.322523;6382.092241;7139.849814;59171.17623;3497.246182;31939.52425;50027.35572;4734.901173;34657.34659;822.390891;11924.09893;12777.60243;17789.34398;13279.22712;1520.128266;36034.40204
6907.507885;2543.511257;8399.961822;6259.543323;6756.247458;55732.26918;3314.269358;29201.74271;46842.64683;4379.077629;31845.87101;785.1669223;11075.55669;12369.7647;16259.27756;12973.02097;1432.965301;36472.31117
6587.475299;2535.336013;8032.292383;6002.852407;6452.23334;53328.53813;3170.106774;27627.83031;44778.10382;4083.346704;30286.15282;756.0455439;10573.2427;12030.70761;15346.73968;12686.30296;1371.628048;33480.33641
6544.986962;2535.336013;7956.067167;5969.799746;6390.583778;52834.60813;3140.539882;26929.97554;44068.48013;3993.055741;29309.28325;755.6013336;10457.11085;12047.64528;15133.84419;12704.51859;1351.853438;31751.00036
6546.075828;2534.819787;7956.067167;5963.246586;6390.583778;52834.60813;3140.539882;26723.67947;44068.48013;3982.10861;29220.97413;755.4289897;10457.11085;12044.92481;15131.12471;12701.59286;1351.853438;31289.59746
6812.852007;2683.894993;8131.622172;6007.407911;6428.097424;53145.11531;3153.448865;26908.28333;44407.46623;3992.715933;29338.63682;759.6019428;10549.94701;12134.26675;15096.64313;12797.67572;1360.9914;31289.59746
7332.019743;2976.936131;8527.074668;6293.822362;6758.238074;56071.63195;3322.818371;28034.39053;46445.44817;4159.878796;30215.67098;809.8678128;11110.49008;12858.66256;15624.7253;13396.53962;1430.30765;31306.85919
8053.865803;3342.550747;9502.998798;6955.99507;7567.314136;62819.92177;3657.037945;29110.84881;51724.26291;4540.435296;31914.01964;909.9758021;12410.4398;14244.89447;17200.11001;14991.97652;1578.109884;32588.92465
8606.827371;3561.945603;10276.64654;7516.055934;8183.219701;67877.83768;3972.89644;31515.18545;56068.46149;4916.768734;36022.78117;981.7399254;13413.72682;14927.96606;18637.16632;16246.99337;1723.999955;36000.10995
8895.614337;3627.956916;10790.41816;7882.4073;8577.864688;71734.42168;4237.713711;33627.91231;58754.89477;5228.755601;40172.52902;1009.927225;14134.20241;14908.15467;19910.00869;16607.27439;1803.122772;38941.23714
8990.449298;3623.0062;10813.94578;8042.601368;8649.212907;73586.2875;4324.402036;34369.01886;59102.42786;5303.117104;42599.47392;1012.156715;14420.52536;14805.28248;20300.16684;16565.75894;1828.329988;41735.80283
9027.036619;3639.986431;10840.23102;8062.014129;8663.421331;73659.31447;4338.318048;34614.90873;59250.02516;5349.449035;42859.66168;1013.979792;14461.61487;14893.45395;20403.14077;16553.68714;1843.237046;43389.92324
9083.864936;3675.520637;10840.23102;8064.684286;8683.5332;73585.36693;4338.318048;35241.19747;59304.36482;5380.266119;43691.89255;1013.979792;14461.61487;14828.64818;20387.91668;16540.64794;1851.881419;43489.72368
9123.191355;3675.520637;10822.98998;8036.626893;8682.04602;73460.8447;4331.570713;35886.7891;59184.47612;5371.885413;43968.96721;1012.380496;14439.15282;14862.42042;20409.17542;16558.85572;1848.998642;43489.72368
9132.582692;3657.494096;10822.98998;8024.493917;8725.678166;73422.82408;4331.570713;36640.85138;59368.59141;5358.14956;43968.96721;1012.380496;14439.15282;14862.42042;20409.17542;16558.85572;1848.998642;43393.1038
9113.139103;3612.553692;10817.80745;7980.079107;8686.881569;72902.94278;4307.559546;36706.16444;59247.79308;5342.222826;44108.75542;1005.004154;14399.37505;14810.43968;20307.85334;16462.23423;1847.340566;43541.67933
9062.174856;3591.450175;10800.08416;7942.426289;8604.277633;72374.40155;4280.708218;36517.79111;59148.28;5308.562504;43925.34605;998.639683;14409.31057;14718.85624;20285.17186;16308.09802;1835.762161;43311.67561
9008.146186;3583.28023;10769.75158;7924.214197;8558.279385;71993.66579;4257.917189;36820.2172;59000.12293;5284.265361;43848.70517;993.2376094;14354.69772;14707.97895;20401.60805;16419.7504;1841.90421;43043.49055
8990.525242;3588.076465;10773.51854;7907.811676;8552.89857;71949.12781;4248.456974;36779.02027;59000.12293;5277.743602;44007.78002;991.1359618;14323.20442;14674.80243;20375.56329;16384.07069;1821.578089;42945.15619
8904.819921;3564.012953;10731.50501;7850.636945;8535.817162;71949.12781;4248.456974;36546.94728;58748.56238;5274.461219;44007.78002;991.6057174;14323.20442;14653.87348;20315.25804;16361.56264;1821.578089;42827.19295
8679.115835;3499.722122;10531.72021;7667.786236;8479.484441;71785.10226;4241.12883;35641.17218;57788.09534;5272.797314;43276.2717;972.1728166;14312.68771;14435.52941;20234.20268;16209.36416;1815.613765;42678.61742
8557.124402;3394.861995;10356.9733;7554.927462;8394.991757;70865.31603;4195.007415;35191.27752;56788.82226;5288.537486;42366.52167;960.7533867;14118.05071;14418.7742;20349.83699;16342.26875;1781.46819;42619.99379
8193.927685;3127.226801;9955.356968;7259.46154;8078.170274;68208.76048;4012.331479;34566.35355;54465.76705;5195.96206;40926.95685;929.13412;13594.80801;14161.23978;20023.97283;15574.23777;1710.698884;42694.50561
7959.047776;2842.482575;9705.158672;7085.433173;7852.333492;65723.87206;3835.534591;34321.89381;53742.77186;5249.523833;38909.31185;906.1244189;12976.52208;13644.72493;19346.12185;14641.65296;1664.946047;41892.85823
7209.14521;2637.1265;8987.322523;6382.092241;7099.20876;59197.20085;3497.246182;32215.04124;50027.35572;4775.339776;33588.88101;822.390891;11924.09893;12777.60243;17501.81725;13279.22712;1522.93562;41035.27097
6879.796717;2551.207774;8399.961822;6259.543323;6741.215228;55748.62367;3314.269358;29201.74271;46842.64683;4394.468;31845.87101;785.1669223;11075.55669;12369.7647;16028.5393;12973.02097;1443.997195;36513.16408
6557.880424;2535.336013;8032.292383;6002.852407;6450.257487;53328.53813;3170.106774;27627.83031;44778.10382;4114.767991;30124.53407;756.0455439;10573.2427;12030.70761;15302.61389;12686.30296;1371.63159;33521.18932
6544.015604;2535.336013;7956.067167;5972.508241;6390.583778;52834.60813;3140.539882;26929.97554;44068.48013;4040.272019;29309.28325;755.6013336;10470.72754;12047.64528;15126.52541;12704.51859;1356.72724;31791.85327
6544.015604;2534.819787;7956.067167;5981.270595;6390.583778;52834.60813;3140.539882;26730.78783;44068.48013;4040.272019;29220.97413;755.4289897;10470.72754;12044.92481;15126.52541;12701.59286;1353.830087;31289.59746
6810.791783;2683.894993;8131.622172;6017.015965;6428.097424;53145.11531;3153.448865;27038.81718;44407.46623;4048.030047;29376.94395;759.6019428;10563.56369;12134.26675;15096.64313;12797.67572;1360.9914;31289.59746
7329.959519;2973.823286;8527.074668;6303.430416;6758.238074;56071.63195;3322.818371;28128.97894;46445.44817;4187.94562;30343.48932;811.0325501;11105.85027;12858.66256;15617.40651;13396.53962;1427.739694;31306.85919
8100.653671;3313.397323;9502.998798;6955.99507;7555.426047;62819.92177;3657.037945;29104.83996;51724.26291;4550.551079;32087.2534;909.9758021;12405.79998;14226.50899;17176.86264;14991.97652;1579.506997;32588.92465
8606.827371;3538.808567;10276.64654;7516.055934;8183.219701;67877.83768;3976.620739;31539.40922;56082.50821;4997.926387;36618.10532;981.7399254;13430.161;14909.58058;18637.16632;16246.99337;1717.498601;36000.10995
8914.125053;3572.208577;10790.41816;7883.260668;8601.027687;71734.42168;4243.13606;33747.44724;59204.38293;5268.831682;40605.30735;1009.927225;14163.22644;14931.22478;20048.43217;16607.27439;1803.122772;38941.23714
8996.819316;3627.404617;10813.94578;8043.603579;8658.36925;73586.2875;4324.402036;34560.94828;59143.82983;5340.251822;43267.11188;1012.547754;14420.52536;14946.87154;20400.79931;16565.75894;1828.329988;41721.87752
9083.864936;3624.484975;10840.23102;8057.499219;8695.663903;73600.43016;4338.318048;34839.94256;59281.28831;5366.530266;43566.99072;1013.979792;14461.61487;14893.45395;20540.10713;16553.68714;1836.957693;43327.62712
9137.390737;3631.888631;10840.23102;8045.366243;8756.004431;73573.56237;4338.318048;35599.30247;59360.3348;5400.346863;44443.14882;1013.979792;14461.61487;14893.45395;20703.52836;16540.64794;1851.881419;43489.72368
9156.269881;3630.327113;10822.98998;8041.225696;8759.286857;73460.8447;4331.570713;36630.10235;59368.59141;5391.966157;45585.81119;1012.380496;14439.15282;14840.57004;20724.78709;16558.85572;1854.865456;43565.39472
9176.422618;3611.273827;10848.33815;8067.321968;8793.593371;73422.82408;4339.147078;36925.02411;59461.80008;5431.113067;45585.81119;1014.176294;14472.17703;14840.57004;20724.78709;16601.21298;1862.464312;43438.39148
9172.365798;3576.392596;10829.39369;8063.414158;8761.042733;72822.95854;4315.135911;36757.89511;59358.23566;5440.396898;45648.96739;1007.874703;14481.92097;14759.78269;20595.58283;16498.31227;1863.219801;43541.67933
9115.335307;3584.135376;10811.6704;8005.700885;8678.438797;72374.40155;4280.708218;36809.02606;59587.23749;5406.737182;45465.55802;1003.961422;14466.6573;14643.5983;20518.32833;16350.45332;1851.641605;43311.67561
9067.372881;3551.402608;10796.17639;7989.972218;8632.440549;72102.1879;4257.917189;36773.44584;59445.97259;5378.428978;45388.91714;998.5593483;14412.04445;14707.97895;20595.42475;16462.10864;1841.90421;43114.82667
9067.372881;3551.402608;10773.51854;7959.268122;8604.105392;71949.12781;4248.456974;37023.48386;59454.12423;5393.035248;45547.99199;996.4577007;14380.55115;14674.80243;20455.42044;16384.07069;1827.444694;43016.49231
8953.024546;3514.29058;10731.50501;7907.932555;8576.316486;71949.12781;4248.456974;36779.02027;59210.0576;5329.815916;45211.43837;995.1316584;14380.55115;14653.87348;20375.56329;16361.56264;1821.578089;42922.0058
8726.528184;3457.859102;10543.30645;7710.443794;8522.722892;71812.4833;4235.706482;36684.3742;58184.20245;5320.960328;43865.75175;975.0433654;14395.23363;14435.52941;20328.41559;16209.36416;1822.87613;42850.66967
8557.124402;3356.503117;10382.32085;7551.429196;8394.991757;70865.31603;4165.060388;35344.06678;57137.72678;5313.548164;42653.19972;962.5491268;14166.16976;14450.74284;20358.01607;16126.65801;1793.037427;42844.24036
8202.790497;3127.226801;9955.356968;7259.46154;8070.330345;68282.71209;4012.787202;34901.43041;54576.07669;5237.222924;41662.0803;929.13412;13627.83223;14217.9024;20023.97283;15488.0437;1713.474359;42770.17665
7978.212221;2747.567086;9708.15056;7085.433173;7880.602213;65723.87206;3835.534591;34402.21168;53914.8381;5249.523833;39317.55606;906.1244189;12991.927;13783.04068;19454.97693;14598.49216;1664.972195;41892.85823
7214.022527;2625.957227;9013.282535;6382.092241;7149.187257;59171.17623;3497.246182;32332.60782;50647.89204;4768.391289;34975.24123;822.390891;12065.89427;12777.60243;17688.83408;13279.22712;1525.289492;41035.27097
6881.856941;2543.511257;8417.853956;6259.543323;6763.068702;55732.26918;3314.269358;30140.99129;47067.37342;4389.237024;32834.00739;785.1669223;11146.03389;12369.7647;16075.68815;12973.02097;1446.804548;36658.58583
6557.880424;2535.336013;8047.682971;6002.852407;6465.217867;53328.53813;3170.106774;28135.34724;44792.15054;4104.608596;31533.07083;756.0455439;10635.32991;12027.47626;15302.61389;12686.30296;1374.438944;33628.83888
