"AT"	"Balt"	"BE"	"DE"	"DK"	"Es"	"Fr"	"Nl"	"No"	"Se"	"Uk"
0.059399936	0.06237003	0.05843158	0.055492166	0.038496297	0.026758138	0.019223778	0.012312059	0.0074705994	0.0059185326	0.0006726045
0.0025576446	0.0064750244	0.009681759	0.0113664	0.018347936	0.016478218	0.02048393	0.021502536	0.025874894	0.027525133	0.030316794
0.0428696	0.06182832	0.08422945	0.0968091	0.093222514	0.09546013	0.08338194	0.07139885	0.06076502	0.050701223	0.041090216
0.029869117	0.015794495	0.010829801	0.010125213	0.011436663	0.015045528	0.016805343	0.018989345	0.020209115	0.01989455	0.019295054
0.019846328	0.022690661	0.026183153	0.028711783	0.029479755	0.034522966	0.042648997	0.05206371	0.059431814	0.062234223	0.06449839
0.06877039	0.06338643	0.055856522	0.028989403	0.020564254	0.019225527	0.01873807	0.01951662	0.022525959	0.026474325	0.027159322
0.02747411	0.026235003	0.028327735	0.029638415	0.038276527	0.04535772	0.04703722	0.042204395	0.03916462	0.044012327	0.041745905
0.0418704	0.04168807	0.040151022	0.03568208	0.026567793	0.01575388	0.006761657	0.0050099795	0.0044859755	0.0041614305	0.0011780909
0.0010010395	0.00083535747	0.00083535747	0.0006608522	0.0010161236	0.0048461384	0.012414461	0.027212564	0.043427195	0.049364	0.04907029
0.053568408	0.05999676	0.06857927	0.068081446	0.060602847	0.052082196	0.039846785	0.031583555	0.017143166	0.015249534	0.014544484
0.012845038	0.006614545	0.003048372	0.001951785	0.00055213773	0.0038048788	0.0088001555	0.015302909	0.014810444	0.022903418	0.045333646
0.057875186	0.065481566	0.090413146	0.08692391	0.081235446	0.07599016	0.0661736	0.06755058	0.07555092	0.068162404	0.06702646
0.0718838	0.07366212	0.08303544	0.117116556	0.13403314	0.15966897	0.112551026	0.08134369	0.0627836	0.061419554	0.04808376
0.058605287	0.074265875	0.07158235	0.06500706	0.049481206	0.052104544	0.04412821	0.041588154	0.045350056	0.04575562	0.059598103
0.06608302	0.07829271	0.08149591	0.08698364	0.07561768	0.05764631	0.072556674	0.104783006	0.1285332	0.09456325	0.091211796
0.07558932	0.07673417	0.060963895	0.071223736	0.07739039	0.09323247	0.087412395	0.0914391	0.10245364	0.09920099	0.08468745
0.07170797	0.069090866	0.056242518	0.055729087	0.05565212	0.06617321	0.070046686	0.0603925	0.050578397	0.040304072	0.039841957
0.049932726	0.04942833	0.037179735	0.042665064	0.053439196	0.048959482	0.050121807	0.05351517	0.07281636	0.07277678	0.06401333
0.05826945	0.04779495	0.043027446	0.037613194	0.025648281	0.020748423	0.022436151	0.023197846	0.026626296	0.03649803	0.030553754
0.033341683	0.03539901	0.02880051	0.016296798	0.0136135155	0.011964919	0.010173738	0.008733206	0.007841227	0.010156253	0.010617856
0.021594558	0.026792487	0.03823683	0.04208267	0.04938008	0.05574144	0.0633378	0.06699283	0.07180127	0.06859485	0.071506254
0.08913007	0.114935696	0.0998619	0.10521764	0.08203113	0.073512256	0.098097846	0.10090002	0.11340673	0.11609051	0.13018902
0.14147168	0.12358772	0.14728004	0.14611496	0.14836542	0.13894981	0.13585614	0.11825358	0.11872489	0.11251868	0.12512808
0.15879928	0.21178615	0.17896008	0.13060142	0.13208595	0.1545737	0.15456495	0.12486384	0.091707446	0.086593814	0.08963923
0.09149598	0.098523855	0.12770939	0.17897178	0.20159279	0.06904027	0.0638437	0.05192751	0.038253922	0.027533371	0.020079086
0.018603673	0.026599297	0.035716727	0.042852525	0.03890784	0.036904126	0.043724243	0.038914755	0.060850415	0.13268498	0.20910765
0.3326876	0.40268436	0.4401413	0.3970263	0.3134525	0.28861713	0.43190536	0.56595457	0.66627467	0.76275	0.83025753
0.87213385	0.91794497	0.924579	0.9157955	0.90574497	0.8902745	0.8908399	0.8430364	0.81082195	0.746874	0.70640445
0.64809775	0.5776464	0.59851706	0.55505586	0.550122	0.537751	0.53619134	0.6183985	0.5979186	0.57059675	0.5447866
0.5163808	0.50290823	0.555218	0.5464662	0.49030343	0.39282662	0.32217193	0.30632138	0.21972792	0.20272072	0.17669989
0.16326591	0.13847911	0.1451346	0.12800165	0.1071418	0.11402907	0.12249776	0.13795277	0.15116729	0.13669564	0.13185012
0.13185476	0.12875015	0.11848149	0.12229801	0.1252236	0.12473729	0.15578613	0.15232643	0.15108642	0.16068101	0.12066184
0.10568402	0.09946319	0.08864351	0.07471435	0.061050802	0.05345637	0.04670524	0.041118015	0.039873723	0.03446515	0.02991536
0.021131318	0.015269906	0.0086826775	0.009359405	0.011272274	0.018086977	0.02614908	0.025308521	0.022733252	0.02332231	0.023294536
0.019027185	0.012753087	0.010179395	0.010385346	0.012559064	0.013684725	0.02309266	0.036068857	0.060255047	0.08222912	0.0930922
0.101847455	0.09592017	0.09724134	0.1014763	0.10662512	0.102220386	0.099475145	0.09515544	0.08020247	0.06579591	0.05354276
0.055107065	0.06179725	0.06984949	0.074203886	0.080375515	0.086983144	0.09952423	0.106016055	0.10032485	0.10320121	0.115480304
0.13312194	0.13713166	0.12782362	0.12992814	0.14102983	0.11261334	0.09565208	0.09711252	0.100891955	0.0999612	0.08420014
0.053901784	0.047318067	0.047106747	0.052609097	0.058380496	0.05072488	0.05017848	0.049855646	0.048995912	0.05056412	0.05436447
0.059523467	0.06852617	0.063180506	0.059511337	0.056901403	0.05600119	0.055998724	0.051801253	0.052134823	0.050144766	0.04730644
0.044529367	0.036199197	0.016401809	0.013279773	0.0121046575	0.011563846	0.012855198	0.0141722625	0.017671654	0.019396244	0.021106612
0.021868842	0.022776987	0.022449236	0.02951071	0.039106224	0.045167934	0.04292541	0.041987937	0.048211273	0.050432727	0.047989666
0.040624358	0.035132885	0.035055168	0.03609213	0.02572359	0.020130917	0.023107104	0.034720905	0.046960197	0.038275853	0.041175824
0.040639557	0.042075608	0.054263424	0.06352244	0.09552326	0.1460944	0.21489544	0.24996398	0.254493	0.25406685	0.30605915
0.2976669	0.27474058	0.27491724	0.26077306	0.24025041	0.21560301	0.17533612	0.14531468	0.11860574	0.11641526	0.14549637
0.15063924	0.17654034	0.14493598	0.12275782	0.10332574	0.086581826	0.09225402	0.13297348	0.17816809	0.20723766	0.21675584
0.206776	0.25347784	0.2333818	0.20381795	0.19584417	0.19124977	0.18884866	0.17527133	0.13463338	0.11106352	0.098171145
0.09134013	0.08554388	0.08698833	0.08228141	0.08153692	0.07678528	0.070389	0.071431115	0.060937285	0.07402988	0.109910116
0.15070625	0.16693275	0.17011423	0.16851918	0.14460647	0.122039795	0.11109477	0.09995674	0.10007119	0.08990792	0.066243015
0.049454782	0.03564783	0.025764165	0.021627232	0.017979942	0.016762605	0.017525097	0.016714633	0.013656194	0.010467733	0.011256058
0.01908159	0.02624991	0.029778237	0.031811	0.034509804	0.047504988	0.051435802	0.049413353	0.04625166	0.052726246	0.057082795
0.058274526	0.04250551	0.028246285	0.023200078	0.031087914	0.040336654	0.05396709	0.052240144	0.049988985	0.04418222	0.04218176
0.03991624	0.050468717	0.054680176	0.07713984	0.10299537	0.12601414	0.14378753	0.108406484	0.115397796	0.12941383	0.11485006
0.09268734	0.076644614	0.081619665	0.08246036	0.076932594	0.07859259	0.083796695	0.09560067	0.0959974	0.090504736	0.07659354
0.060803834	0.047484584	0.038572352	0.03040714	0.03792051	0.056861326	0.08035245	0.10867967	0.13345279	0.16817643	0.16551572
0.14877956	0.11214494	0.08305119	0.07494324	0.08193815	0.07507854	0.0518851	0.0374461	0.029794848	0.033059068	0.035477046
0.0419398	0.03148038	0.018542003	0.015818572	0.012931621	0.011255656	0.015903575	0.021655267	0.02257875	0.022060098	0.021214636
0.027752796	0.028014915	0.023328615	0.01467756	0.027221166	0.045612525	0.054156404	0.047123592	0.028948452	0.03261842	0.027870983
0.03064955	0.038823787	0.035627373	0.04395733	0.057951577	0.074510895	0.092732616	0.10736058	0.075633064	0.0676949	0.05840884
0.049599383	0.050426677	0.058483336	0.05940715	0.0824897	0.09912638	0.09402268	0.08909949	0.084772065	0.07299186	0.058529418
0.04013566	0.02178256	0.011836664	0.009689727	0.009607832	0.011597384	0.013314757	0.01933053	0.022018874	0.019646728	0.017990232
0.015409382	0.013328352	0.011620713	0.01542194	0.02742183	0.038629398	0.05754103	0.072413355	0.06376726	0.06384627	0.062139433
0.06410458	0.06909528	0.08705495	0.1095362	0.15022808	0.18383096	0.23027118	0.24244903	0.2334213	0.23557201	0.27758044
0.22299312	0.17604986	0.16715057	0.19260871	0.20728697	0.21468282	0.23418672	0.238789	0.20351617	0.23847249	0.34185305
0.39149678	0.37226012	0.30554983	0.2593327	0.28410885	0.3150548	0.30242556	0.14750324	0.15764955	0.19161251	0.20302738
0.2289061	0.23453434	0.21684718	0.22206968	0.25990468	0.27138194	0.2581577	0.257474	0.26898873	0.2588965	0.23967649
0.23367177	0.23767738	0.20594203	0.20211828	0.26289827	0.23344445	0.20921117	0.2016483	0.20440085	0.16713749	0.19411093
0.21674061	0.18454538	0.14319858	0.15555024	0.16033794	0.14872076	0.14641057	0.13901931	0.12938577	0.122366756	0.14422216
0.1437237	0.1350909	0.13588189	0.12761034	0.11388944	0.09045681	0.06940985	0.06286939	0.06281191	0.051845767	0.0462521
0.037627097	0.030188669	0.025457412	0.022195283	0.01918324	0.017047264	0.014639605	0.01397811	0.012975656	0.012919311	0.012778447
0.013319517	0.017137889	0.012197764	0.006264691	0.0060015144	0.011990326	0.019179355	0.027428353	0.028130265	0.022231	0.021684133
0.022064885	0.024737855	0.017220289	0.015612578	0.015606185	0.014994211	0.017001674	0.019847564	0.028238313	0.045254894	0.07423916
0.09335681	0.09787645	0.09692323	0.10195704	0.067826614	0.074094705	0.07976756	0.086045764	0.10970764	0.10669498	0.09613608
0.09953516	0.09627466	0.08541109	0.07117429	0.04559504	0.041981183	0.035349216	0.042551637	0.0459548	0.04583625	0.076231584
0.08167328	0.0949792	0.12205314	0.16506314	0.18610422	0.1509378	0.09699463	0.12218385	0.16560379	0.11244122	0.07554879
0.0537273	0.040845208	0.04149353	0.044959664	0.038721513	0.04000976	0.03591551	0.042004135	0.022482218	0.0050923973	0.011100966
0.0038961824	0.023096737	0.019856013	0.021163113	0.02831443	0.046486326	0.0617043	0.06341246	0.055841878	0.049398538	0.042438492
0.035220455	0.039398436	0.04761414	0.05580487	0.04798549	0.043618537	0.044786967	0.0421313	0.026976662	0.02010007	0.014183462
0.010304716	0.010509112	0.012950574	0.019631354	0.03749578	0.061861765	0.09156554	0.11763976	0.11579636	0.15071797	0.09791341
0.0736348	0.051867615	0.050935116	0.060767017	0.08012206	0.102088995	0.11480987	0.089776285	0.06504336	0.076669954	0.07315393
0.052418534	0.046874586	0.048982527	0.04895628	0.0497263	0.0489826	0.0432354	0.029064719	0.02204248	0.031130023	0.038985062
0.035776976	0.03129494	0.030050676	0.031417836	0.037070043	0.04573648	0.061438423	0.072368674	0.07479424	0.0818072	0.11082068
0.19955337	0.20635967	0.29467773	0.33193108	0.4440689	0.4695311	0.49150375	0.59088254	0.592134	0.5457167	0.4621983
0.40546274	0.3531669	0.38057145	0.31474182	0.2618615	0.21296374	0.18286899	0.18461883	0.1506009	0.12949166	0.14896493
0.14734061	0.16507712	0.16513854	0.120704725	0.1418807	0.17541036	0.20702788	0.26236925	0.2623936	0.22077295	0.1742498
0.14028984	0.19615577	0.25152287	0.2693122	0.29856253	0.25776008	0.18096286	0.1542083	0.16413106	0.16856132	0.16255979
0.13625647	0.11697717	0.14749083	0.11742714	0.09399473	0.064363584	0.06607281	0.055095814	0.063634284	0.064602375	0.05462277
0.05897768	0.08251399	0.10120192	0.12115649	0.12108689	0.13448156	0.14091381	0.12814713	0.09982758	0.06840698	0.055670474
0.050704475	0.047353502	0.045563716	0.040467583	0.030881122	0.04316468	0.07707813	0.073108405	0.10096122	0.120081976	0.17663449
0.27920556	0.2400621	0.15805084	0.12594679	0.10564693	0.11252232	0.13408354	0.15492275	0.2049751	0.2424073	0.031012127
0.038949456	0.04425649	0.053911258	0.056823958	0.041937273	0.0436045	0.07177321	0.10124699	0.123462275	0.119799994	0.12405557
0.13067196	0.14547212	0.16172187	0.16597098	0.1636053	0.17503162	0.17558515	0.17498314	0.19787805	0.2168556	0.25519338
0.28657812	0.30089995	0.32688937	0.3489276	0.3796167	0.418347	0.45136258	0.4441243	0.47060472	0.4995372	0.5047333
0.50125575	0.5120791	0.5294142	0.52052027	0.46069244	0.40005133	0.3790303	0.34955463	0.32434916	0.3113144	0.29592505
0.26234555	0.26051828	0.22105344	0.17583992	0.16686037	0.17144935	0.19008373	0.20285557	0.22665702	0.23262471	0.24717702
0.2688379	0.29846096	0.28145194	0.3425959	0.38056916	0.3944397	0.42791194	0.5039048	0.5530328	0.5728631	0.59982324
0.6003104	0.6125527	0.5926699	0.5633808	0.55577445	0.5474259	0.49437588	0.41362283	0.3682826	0.41870737	0.43569732
0.38953888	0.3530458	0.33024582	0.29874986	0.21938014	0.18298489	0.13109855	0.10417978	0.098626666	0.07594497	0.06635409
0.05489365	0.042026427	0.044575196	0.049124356	0.04653482	0.045899395	0.038921025	0.035199102	0.04243393	0.03999214	0.041415866
0.036119755	0.024389973	0.029492497	0.028169088	0.03707834	0.05602182	0.058141097	0.051618777	0.06652889	0.07948673	0.08966133
0.1287825	0.16208419	0.17872581	0.2198159	0.21017759	0.18821937	0.20305063	0.2633405	0.23382209	0.22122133	0.21002556
0.22515807	0.26994535	0.27895778	0.29269776	0.3327875	0.37612578	0.38512337	0.3597531	0.25803974	0.29024586	0.3290942
0.3196423	0.33938497	0.37319496	0.40828708	0.42186654	0.4508036	0.45006946	0.45624986	0.46696794	0.50188345	0.48385552
0.48168454	0.47730035	0.48216197	0.4916832	0.51120526	0.50172377	0.51812506	0.53814423	0.59910345	0.58457196	0.3934894
0.4562112	0.4994473	0.53183955	0.5424679	0.517458	0.5258258	0.54399216	0.5085002	0.4879317	0.4605011	0.46416903
0.4711126	0.48102543	0.46438402	0.44146127	0.45025837	0.4341781	0.4425463	0.44408515	0.45227686	0.38819823	0.38168094
0.3529219	0.2201782	0.22134198	0.2269579	0.2364805	0.26359704	0.28553972	0.23444219	0.22194895	0.18384664	0.15214561
0.12360526	0.11311294	0.11838239	0.10782464	0.10595725	0.10968527	0.118074276	0.11930998	0.10712697	0.102211684	0.08981566
0.08473364	0.102050446	0.1159941	0.108652726	0.123051666	0.10995711	0.11160806	0.10636841	0.10485747	0.101479925	0.08908263
0.07159138	0.057188094	0.048886552	0.04658414	0.045866296	0.03937308	0.034278013	0.03599388	0.039234348	0.041575838	0.047615692
0.04165189	0.036063243	0.035185378	0.024143029	0.011932123	0.011411574	0.010860838	0.007875497	0.007582259	0.006197103	0.002332238
0.0020555006	0.00044540552	0.0003160644	6.348171e-05	0.00026604245	0.0062400852	0.0091084605	0.011621553	0.011982987	0.013497479	0.013047429
0.016918793	0.01772638	0.020300973	0.020190513	0.020422835	0.02577519	0.03750204	0.03369554	0.05060296	0.052437242	0.054953933
0.048745327	0.042443905	0.050944325	0.054693434	0.06365931	0.06901034	0.073084205	0.088202216	0.10884572	0.14081068	0.117472894
0.14969578	0.1833254	0.2349912	0.3105649	0.38369364	0.48906177	0.51162446	0.5120342	0.5390881	0.42012352	0.4118436
0.31045985	0.27619505	0.25021997	0.1910912	0.17711073	0.20118909	0.22473663	0.2437407	0.26838794	0.2656725	0.28292194
0.28634107	0.26968893	0.28346175	0.29366827	0.32438296	0.35955718	0.34837398	0.35067695	0.3201323	0.24500817	0.18226746
0.10786165	0.084157385	0.079342276	0.06423712	0.05445334	0.05557571	0.055938963	0.077240095	0.09506129	0.114729054	0.1198329
0.10023005	0.09252006	0.07753991	0.064533226	0.060847193	0.045681804	0.037168905	0.04803753	0.057039823	0.06878504	0.06766236
0.06249926	0.06088673	0.034418568	0.03776812	0.037736043	0.043162074	0.057220217	0.07212557	0.074853525	0.08640784	0.1044109
0.10750237	0.1028624	0.10270028	0.112645835	0.11989801	0.12655197	0.15937194	0.20217685	0.23936789	0.29913747	0.37562877
0.4347662	0.51264596	0.5389823	0.5013566	0.18699932	0.11778221	0.09771911	0.08466448	0.06838761	0.05646711	0.048142724
0.041696984	0.043907363	0.043594457	0.042711385	0.03310204	0.028084697	0.02473223	0.027329395	0.03224146	0.037540477	0.04574883
0.061045945	0.07960764	0.09099912	0.07915311	0.06742248	0.059145927	0.048025906	0.034152083	0.03988467	0.047348402	0.04832404
0.059372734	0.097355865	0.10579059	0.10463053	0.107507914	0.103933245	0.11103983	0.16375023	0.18390043	0.19192511	0.18910225
0.15650144	0.15161404	0.15777187	0.14946514	0.15709211	0.13480243	0.1532522	0.28495735	0.4038103	0.46805802	0.45754603
0.52059156	0.5901183	0.6230917	0.63695073	0.6138965	0.6116727	0.6505982	0.6462767	0.5776891	0.5827814	0.52978444
0.47309536	0.42011905	0.37710357	0.29212797	0.2410276	0.21170461	0.19336988	0.14068522	0.09475008	0.07607051	0.048920006
0.057383575	0.087474294	0.15189397	0.12867771	0.12220106	0.12618242	0.15835826	0.1912807	0.20678529	0.18693636	0.18148382
0.23923704	0.25654587	0.26527748	0.2657665	0.25065675	0.2509341	0.30689436	0.36849213	0.52223444	0.42172873	0.36871228
0.36868477	0.40724352	0.46565014	0.45929074	0.4225389	0.40828294	0.29746723	0.2117921	0.1827372	0.18506649	0.19250894
0.17576595	0.13027939	0.10723541	0.09123151	0.075533114	0.05797385	0.04217928	0.034779914	0.027871579	0.022150084	0.014384458
0.018275196	0.010160197	0.0080687385	0.0050338563	0	0.0023650902	0.0030689463	0.0028962893	0.0053828834	0.017553428	0.03573506
0.04128888	0.051506463	0.055790856	0.0638205	0.081817836	0.100952275	0.12090641	0.12855437	0.14938791	0.21363716	0.23824419
0.32813108	0.42483938	0.43485254	0.5887166	0.6511893	0.6202348	0.71241355	0.7272985	0.7339113	0.74073064	0.7787225
0.7628543	0.7165675	0.64954466	0.57775545	0.52987665	0.513733	0.48632318	0.4928669	0.4963523	0.4835753	0.45980886
0.3967149	0.29621336	0.21000484	0.131955	0.06356225	0.041089043	0.036689978	0.031385396	0.025266984	0.019026944	0.013264535
0.009281692	0.00655898	0.0040882784	0.0009558584	0.0007223554	0.00027091752	0.0029295755	0.0050439616	0.008622463	0.010068698	0.0092336945
0.010450768	0.008866894	0.009054119	0.00970259	0.009332376	0.009005436	0.011267515	0.024925347	0.038097266	0.052597474	0.09033005
0.061897352	0.04534751	0.034748185	0.035699744	0.049512364	0.068784475	0.07161999	0.068529256	0.0806828	0.09314212	0.07997055
0.07017261	0.06277125	0.054584056	0.053860452	0.056444176	0.070837915	0.08272942	0.086001694	0.08542068	0.08771058	0.10191303
0.098966576	0.1280804	0.18598725	0.2549938	0.2896152	0.37528786	0.40908903	0.43050256	0.44705808	0.47017962	0.46667582
0.48105666	0.38718694	0.41962522	0.4548602	0.4167116	0.38332915	0.350808	0.34724465	0.3407922	0.3043955	0.21835153
0.2004663	0.13076872	0.06834258	0.07328392	0.077688225	0.099633284	0.11638801	0.15638444	0.23935011	0.30108026	0.2907694
0.24891269	0.20763682	0.15595585	0.0928186	0.07721997	0.08793885	0.11006722	0.12379409	0.13139829	0.14687863	0.14816593
0.11753832	0.09079396	0.07232386	0.058438424	0.048424456	0.047317952	0.049061626	0.058902875	0.076003864	0.120447226	0.18423407
0.21373343	0.21718825	0.21334118	0.18962032	0.1569143	0.19143589	0.12598245	0.09736303	0.097875915	0.095375896	0.097514674
0.09149059	0.089852035	0.07029278	0.04579908	0.03390884	0.032000102	0.02477244	0.03035598	0.035118412	0.03779829	0.04256997
0.064705744	0.0970934	0.12948078	0.14586335	0.13961595	0.1366023	0.12863395	0.16573837	0.13483125	0.10156051	0.09034336
0.08260182	0.07728851	0.07530729	0.07741885	0.068116024	0.05401873	0.04732696	0.044916995	0.033312265	0.03449635	0.034132995
0.034842044	0.041905466	0.06476003	0.09547281	0.11453956	0.122177206	0.11645296	0.10904838	0.096658	0.1356525	0.10776572
0.07702234	0.0518005	0.04235602	0.039857667	0.046590377	0.048698094	0.03738783	0.030499673	0.026027227	0.024211127	0.019799696
0.02003788	0.021060627	0.021141678	0.023057865	0.03459964	0.057302363	0.079255216	0.09176076	0.094931014	0.090218484	0.08281479
0.0646417	0.051615145	0.044737853	0.041713502	0.041509982	0.037176818	0.03588456	0.03375093	0.030268809	0.02321511	0.018601181
0.015722193	0.010817949	0.011559619	0.012307753	0.013492557	0.016756969	0.022077017	0.037580505	0.04762792	0.053554475	0.056091815
0.05537066	0.054639548	0.041386448	0.041039895	0.05849089	0.05783296	0.055366088	0.05330681	0.047588162	0.049646843	0.043965425
0.033659346	0.024839818	0.0201063	0.012778219	0.012555878	0.0113121085	0.01035524	0.008992192	0.010392214	0.009697837	0.009767911
0.014966347	0.021577261	0.021225693	0.018131318	0.024055187	0.018375346	0.012464307	0.011715808	0.01215938	0.013444927	0.016788373
0.02350347	0.022862153	0.031898666	0.04704549	0.062141903	0.055045985	0.048489444	0.045867283	0.05478466	0.07734802	0.117322944
0.15185614	0.2041049	0.29347664	0.31972355	0.30578333	0.27759883	0.28032616	0.33126336	0.35791582	0.37187764	0.38525245
0.42904705	0.4769094	0.55570024	0.61685604	0.6266893	0.6725226	0.68232095	0.65407574	0.6570984	0.6578679	0.67913866
0.6840521	0.66520303	0.6644847	0.6502314	0.6346031	0.60639805	0.568296	0.52520204	0.45425725	0.41447753	0.36555302
0.34501034	0.3043583	0.27245528	0.22532432	0.19013987	0.15373968	0.14291792	0.12798923	0.091583915	0.05231368	0.039784275
0.04189352	0.045146566	0.039467223	0.027713679	0.021021297	0.0215279	0.017309267	0.012322699	0.009095179	0.008605467	0.008901862
0.007947409	0.010886032	0.018963702	0.029592035	0.030293792	0.02808411	0.025804952	0.022010578	0.014517264	0.014805151	0.024203952
0.023741456	0.032316063	0.03674434	0.04573772	0.05276997	0.06253332	0.08837209	0.100099035	0.10886909	0.12580344	0.14983664
0.17971887	0.23515853	0.2610959	0.26191965	0.26658505	0.29212463	0.30957887	0.34114927	0.35898617	0.37404442	0.35252655
0.37853226	0.39579704	0.32498366	0.28003296	0.27046955	0.24678823	0.19765116	0.22339725	0.23938051	0.24790944	0.25409573
0.21506396	0.16179577	0.14815351	0.1490124	0.14113398	0.15066917	0.12066098	0.10765975	0.10759665	0.09071096	0.07577815
0.06778846	0.05719426	0.056670133	0.04163961	0.027166398	0.029189134	0.022945633	0.016065435	0.011602961	0.012989176	0.018811995
0.019318847	0.020092266	0.023385972	0.023215849	0.018500833	0.017192675	0.016097128	0.01864619	0.020245647	0.020808255	0.015246477
0.011240413	0.010557035	0.013128945	0.011231522	0.012274264	0.015228869	0.023754168	0.04780935	0.050816994	0.06257102	0.10921077
0.19033392	0.21179813	0.20717752	0.21991435	0.22316411	0.25835496	0.23526151	0.19141886	0.12712038	0.10069288	0.09132494
0.07396207	0.0672724	0.11617458	0.16390882	0.19252624	0.26983497	0.34111145	0.39037365	0.42445368	0.47114962	0.47143418
0.5387888	0.6017234	0.5661038	0.55924076	0.51297855	0.5039532	0.47215685	0.44828087	0.42991382	0.48387435	0.4816935
0.43021408	0.37580958	0.33571416	0.29145616	0.24255995	0.18676408	0.14775592	0.15374215	0.13559523	0.102336735	0.111679316
0.1326814	0.1297378	0.08692189	0.054416858	0.03266873	0.024630481	0.017984452	0.016613053	0.013954198	0.01455651	0.016857108
0.015652532	0.013416741	0.011123609	0.009671826	0.010975025	0.0086754365	0.0056613535	0.0056801443	0.00580144	0.0051074633	0.0047269715
0.0029253757	0.0019932482	0.0008240605	0.0011283185	0.005148042	0.009224657	0.017361779	0.023553628	0.025299001	0.02620486	0.030049492
0.034915965	0.036439672	0.034304775	0.036611702	0.04440313	0.05537956	0.059296552	0.062207516	0.06692581	0.07238557	0.08592196
0.09740137	0.109379776	0.12429376	0.12694511	0.13176356	0.1355131	0.14064567	0.17956685	0.21187118	0.23194191	0.25994006
0.3039273	0.34256926	0.3616433	0.4090769	0.39787763	0.4225392	0.38310227	0.38084748	0.39527628	0.3881708	0.42221153
0.47713265	0.51056147	0.51555896	0.5411008	0.6034242	0.668135	0.73127246	0.77006876	0.7203265	0.64102405	0.6037665
0.55607027	0.45298505	0.38099897	0.29538396	0.19210552	0.12073611	0.08708949	0.06727378	0.04604853	0.035346635	0.03404536
0.03783582	0.048687216	0.060092557	0.07260322	0.08711061	0.10799252	0.14357466	0.24618839	0.2889727	0.30835435	0.28973728
0.26295772	0.27591315	0.2682488	0.22424126	0.22095627	0.23999497	0.22633897	0.20121679	0.21412057	0.18962856	0.17631885
0.17157623	0.15974082	0.15247948	0.15217842	0.15582585	0.12970254	0.11691239	0.10282669	0.06801353	0.07209745	0.060610443
0.050146896	0.04093642	0.049238004	0.072449036	0.10385982	0.12438912	0.17086487	0.21318944	0.24406812	0.27121213	0.37895662
0.42163357	0.4880765	0.59159446	0.6668551	0.704684	0.74203575	0.7623003	0.76935524	0.7437893	0.7179252	0.5834347
0.5768633	0.49393344	0.36811408	0.32287255	0.34039003	0.36443636	0.3996958	0.39754897	0.38289395	0.36787975	0.3482364
0.32106623	0.33161864	0.30318055	0.2872771	0.2591045	0.22076589	0.19063315	0.15440671	0.121807694	0.098680764	0.071793415
0.05120156	0.039829332	0.047218174	0.04107481	0.036777712	0.039576426	0.06303141	0.11165426	0.16613016	0.19951674	0.25975087
0.3300129	0.3657772	0.3706253	0.2772725	0.2180917	0.18210658	0.14186636	0.14029905	0.1234368	0.15623559	0.18426588
0.22413816	0.34101456	0.41397268	0.4361184	0.4212209	0.41252655	0.3689932	0.27674696	0.21283986	0.17836693	0.14872524
0.13176505	0.13010982	0.1375179	0.12867759	0.11276229	0.104659855	0.09458072	0.08954967	0.07025677	0.053220794	0.04846206
0.048485704	0.050452467	0.045991585	0.037110936	0.033123445	0.033196893	0.02736656	0.029300325	0.03526527	0.053432155	0.06795447
0.09447201	0.12214737	0.15994814	0.19675282	0.22673622	0.26454654	0.29649413	0.34713942	0.39539862	0.42969576	0.46597824
0.47870734	0.4880091	0.4302191	0.43985757	0.42889282	0.4297319	0.4069168	0.40856203	0.33692798	0.36986864	0.3849863
0.41635296	0.47647253	0.5017372	0.50848365	0.51429856	0.5059315	0.46211386	0.42166793	0.38950142	0.3619679	0.31767845
0.25878203	0.19718459	0.1746028	0.16537099	0.16346517	0.16336952	0.16450566	0.15089576	0.17367752	0.16014439	0.14320047
0.11383569	0.09226755	0.093152836	0.09628362	0.13088025	0.17304821	0.20299645	0.23539433	0.23845795	0.24841589	0.2505685
0.27257618	0.30446494	0.36023763	0.38650566	0.40489733	0.4516638	0.501728	0.5068006	0.479209	0.41006547	0.34558216
0.30040663	0.28784963	0.20905013	0.18654053	0.1415888	0.16033328	0.14264086	0.13532548	0.14702496	0.13514145	0.11474213
0.10381737	0.08970053	0.11590414	0.10930897	0.10580169	0.13338538	0.19883914	0.3017595	0.39866927	0.48670036	0.5247655
0.5825184	0.67215663	0.7736549	0.75653064	0.82716453	0.7054314	0.7668567	0.7412101	0.735753	0.7304392	0.7259093
0.70524395	0.6793007	0.63079566	0.5729127	0.54209834	0.51543957	0.4921263	0.49754035	0.6370559	0.5966006	0.4652656
0.40364066	0.30180058	0.29337212	0.31903914	0.39616922	0.31112376	0.34127957	0.3683465	0.32009077	0.29945117	0.27808583
0.21800949	0.1831742	0.14500746	0.11899521	0.11187626	0.119606346	0.108602695	0.094411984	0.07826299	0.11140671	0.19583687
0.22098015	0.22930828	0.22534944	0.22320461	0.21867335	0.18029554	0.14176957	0.09127334	0.08397532	0.08426502	0.07995257
0.08016502	0.09414813	0.10776361	0.11973693	0.1451728	0.15234107	0.14760137	0.15735874	0.14325497	0.17164963	0.19878694
